Preliminary Risk Category,Neighborhood,Address,City,State,Zip Code,Year Built,No. Stories,Retrofit Level,Building Use,Estimated Number of Occupants,Confirmation Source,Long/Lat
Medium Risk,Downtown,1315 1st Ave,Seattle,WA,98101,1900,3,Substantial Alteration,Residential,101+,Permit Drawing Review,POINT (-122.338907999 47.607094989)
High Risk,Downtown,606 Post Ave,Seattle,WA,98104,1900,5,Visible retrofit,Commercial/Residential,11-100,Google Street View,POINT (-122.334736996 47.601976999)
High Risk,Downtown,114 Pike St,Seattle,WA,98101,1924,2,Substantial Alteration,Public Assembly,101+,Permit Drawing Review,POINT (-122.339534966 47.609335011)
High Risk,Downtown,1510 1st Ave,Seattle,WA,98101,1923,2,No visible retrofit,Public Assembly,101+,Google Street View,POINT (-122.339939979 47.609248007)
High Risk,Downtown,625 1st Ave,Seattle,WA,98104,1900,4,Permitted Retrofit,Commercial/Office,11-100,Google Street View,POINT (-122.334605987 47.602363991)
Medium Risk,Downtown,410 4th Ave,Seattle,WA,98104,1909,6,No visible retrofit,Residential,101+,Google Street View,POINT (-122.328930014 47.602238011)
Medium Risk,Downtown,627 1st Ave,Seattle,WA,98104,1908,3,Permitted Retrofit,Commercial/Office,11-100,Google Street View,POINT (-122.334659967 47.602435992)
Medium Risk,Downtown,1534 Pike Pl,Seattle,WA,98101,1910,3,Substantial Alteration,Commercial/Residential,11-100,Google Street View,POINT (-122.341447967 47.609398001)
Medium Risk,Downtown,1518 Pike Pl,Seattle,WA,98101,1910,2,Substantial Alteration,Commercial,11-100,Permit Drawing Review,POINT (-122.341236995 47.609223992)
Medium Risk,Downtown,1513 3rd Ave,Seattle,WA,98101,1920,1,No visible retrofit,Commercial,11-100,Permit Drawing Review,POINT (-122.338518995 47.610034983)
Medium Risk,Downtown,1206 1st Ave,Seattle,WA,98101,1900,2,No visible retrofit,Commercial,11-100,Permit Drawing Review,POINT (-122.337486009 47.606481015)
Medium Risk,Downtown,1423 4th Ave,Seattle,WA,98101,1909,2,Substantial Alteration,Commercial,11-100,Permit Drawing Review,POINT (-122.336628038 47.609646985)
Medium Risk,Downtown,1319 Western Ave,Seattle,WA,98101,1900,1,Permitted Retrofit,Commercial,11-100,Google Street View,POINT (-122.340118011 47.606745003)
Medium Risk,Downtown,110 Cherry St,Seattle,WA,98104,1903,3,No visible retrofit,Commercial,11-100,Google Street View,POINT (-122.334087986 47.602845993)
High Risk,Downtown,809 Western Ave,Seattle,WA,98104,1906,4,Substantial Alteration,Commercial,11-100,Google Street View,POINT (-122.336784025 47.603086009)
High Risk,Downtown,619 Post Ave,Seattle,WA,98104,1901,5,Permitted Retrofit,Commercial,11-100,Google Street View,POINT (-122.33527897 47.602366003)
Medium Risk,Downtown,120 Pike St,Seattle,WA,98101,1904,7,Substantial Alteration,Commercial,101+,Permit Drawing Review,POINT (-122.339360035 47.609408017)
Medium Risk,Downtown,213 Cherry St,Seattle,WA,98104,1900,5,Visible retrofit,Commercial,11-100,Photos from Previous Surveys,POINT (-122.332256037 47.603102982)
High Risk,Downtown,1201 Western Ave,Seattle,WA,98101,1910,5,Visible retrofit,Commercial,101+,Google Street View-Rosettes,POINT (-122.339206982 47.605729996)
High Risk,Duwamish/SODO,83 S King St,Seattle,WA,98104,1904,7,Permitted Retrofit,Commercial/Office,101+,Permit Drawing Review,POINT (-122.33485099 47.598020992)
Medium Risk,Duwamish/SODO,4786 1st Ave S,Seattle,WA,98134,1937,1,No visible retrofit,Industrial,11-100,Google Street View,POINT (-122.333243006 47.558609996)
High Risk,Duwamish/SODO,411 1st Ave S,Seattle,WA,98104,1913,7,Permitted Retrofit,Commercial/Office,101+,Permit Drawing Review,POINT (-122.334617973 47.598663004)
High Risk,Duwamish/SODO,2200 1st Ave S,Seattle,WA,98134,1900,4,Permitted Retrofit,Office,101+,Google Street View,POINT (-122.333711974 47.58360898)
High Risk,Duwamish/SODO,55 S Atlantic St,Seattle,WA,98134,1904,4,Permitted Retrofit,Commercial/Office,101+,Google Street View,POINT (-122.336234004 47.589914015)
High Risk,Duwamish/SODO,419 Occidental Ave S,Seattle,WA,98104,1906,7,Substantial Alteration,Commercial/Office,101+,Field Visit,POINT (-122.333287011 47.598555003)
High Risk,Duwamish/SODO,400 Occidental Ave S,Seattle,WA,98104,1900,6,Substantial Alteration,Commercial/Office,101+,Google Street View,POINT (-122.332493999 47.59895)
High Risk,Duwamish/SODO,166 S King St,Seattle,WA,98104,1907,7,Permitted Retrofit,Commercial/Office,101+,Permit Drawing Review,POINT (-122.331989995 47.598551986)
High Risk,Duwamish/SODO,548 1st Ave S,Seattle,WA,98104,1904,4,Permitted Retrofit,Industrial,11-100,Google Street View,POINT (-122.33369303 47.596736004)
High Risk,Duwamish/SODO,1000 1st Ave S,Seattle,WA,98134,1910,6,Substantial Alteration,Commercial/Office,101+,Google Street View,POINT (-122.333727983 47.594027015)
High Risk,Duwamish/SODO,100 S King St,Seattle,WA,98104,1907,6,Permitted Retrofit,Commercial/Office,101+,Field Visit,POINT (-122.333800989 47.598556009)
High Risk,Duwamish/SODO,303 S Jackson St,Seattle,WA,98104,1906,3,Substantial Alteration,Public Assembly,101+,Permit Drawing Review,POINT (-122.329930981 47.598533001)
High Risk,Duwamish/SODO,542 1st Ave S,Seattle,WA,98104,1904,4,Permitted Retrofit,Commercial/Office,101+,Google Street View,POINT (-122.33369697 47.596992994)
High Risk,Duwamish/SODO,1201 1st Ave S,Seattle,WA,98134,1914,2,No visible retrofit,Public Assembly,101+,Permit Drawing Review,POINT (-122.334921985 47.591710006)
High Risk,Duwamish/SODO,1518 1st Ave S,Seattle,WA,98134,1907,6,Permitted Retrofit,Commercial/Residential,101+,Google Street View,POINT (-122.333694036 47.58958599)
High Risk,Duwamish/SODO,900 1st Ave S,Seattle,WA,98134,1904,4,No visible retrofit,Commercial/Office,101+,Google Street View,POINT (-122.333655982 47.594821997)
Medium Risk,Duwamish/SODO,5050 1st Ave S,Seattle,WA,98134,1938,1,Substantial Alteration,Office,11-100,Google Street View,POINT (-122.333292962 47.556055988)
High Risk,Duwamish/SODO,1014 1st Ave S,Seattle,WA,98134,1907,4,Substantial Alteration,Commercial/Office,11-100,Google Street View,POINT (-122.333695964 47.593633988)
Medium Risk,Duwamish/SODO,590 1st Ave S,Seattle,WA,98104,1903,2,Substantial Alteration,Commercial/Residential,101+,Permit Drawing Review,POINT (-122.333583982 47.595995002)
Medium Risk,Duwamish/SODO,4715 6th Ave S,Seattle,WA,98108,1914,2,No visible retrofit,Industrial,11-100,Google Street View,POINT (-122.327133018 47.560661006)
Medium Risk,Duwamish/SODO,1534 1st Ave S,Seattle,WA,98134,1928,2,No visible retrofit,Commercial/Office,101+,Google Street View,POINT (-122.333697976 47.589023983)
Medium Risk,Duwamish/SODO,83 S Jackson St,Seattle,WA,98104,1909,3,Substantial Alteration,Commercial/Office,101+,Permit Drawing Review,POINT (-122.335151985 47.599015002)
High Risk,Duwamish/SODO,562 1st Ave S,Seattle,WA,98104,1909,7,No visible retrofit,Commercial/Office,11-100,Google Street View,POINT (-122.333694036 47.596504999)
High Risk,Duwamish/SODO,97 S Jackson St,Seattle,WA,98104,1905,5,Permitted Retrofit,Other Mixed Uses,101+,Google Street View,POINT (-122.334615962 47.599011021)
Medium Risk,Duwamish/SODO,1701 1st Ave S,Seattle,WA,98134,1910,3,No visible retrofit,Commercial/Office,11-100,Google Street View,POINT (-122.334499034 47.587989991)
Medium Risk,Duwamish/SODO,3300 Airport Way S,Seattle,WA,98134,1957,1,No visible retrofit,Office,11-100,Google Street View,POINT (-122.320846004 47.573895989)
Medium Risk,Duwamish/SODO,5300 Denver Ave S,Seattle,WA,98108,1953,1,No visible retrofit,Office,11-100,Google Street View,POINT (-122.325026981 47.554899998)
High Risk,Duwamish/SODO,1530 1st Ave S,Seattle,WA,98134,1937,1,Substantial Alteration,Public Assembly,101+,Permit Drawing Review,POINT (-122.33369697 47.589270998)
Medium Risk,Duwamish/SODO,115 S Jackson St,Seattle,WA,98104,1900,2,Substantial Alteration,Commercial/Office,101+,Google Street View,POINT (-122.333381978 47.59894099)
High Risk,Duwamish/SODO,1700 1st Ave S,Seattle,WA,98134,1935,2,Permitted Retrofit,Public Assembly,101+,Google Street View,POINT (-122.333698982 47.587929013)
Medium Risk,Duwamish/SODO,2724 1st Ave S,Seattle,WA,98134,1926,1,No visible retrofit,Commercial/Office,11-100,Field Visit,POINT (-122.333700993 47.578934016)
Medium Risk,Duwamish/SODO,820 1st Ave S,Seattle,WA,98134,1920,2,No visible retrofit,Commercial/Office,11-100,Google Street View,POINT (-122.333715997 47.595072993)
Medium Risk,Duwamish/SODO,804 6th Ave S,Seattle,WA,98134,1924,2,No visible retrofit,Commercial/Office,11-100,Sandborn Insurance Maps,POINT (-122.325980003 47.595564005)
High Risk,Duwamish/SODO,2901 1st Ave S,Seattle,WA,98134,1927,1,Permitted Retrofit,Public Assembly,101+,Field Visit,POINT (-122.334713024 47.577425985)
Medium Risk,Duwamish/SODO,1728 4th Ave S,Seattle,WA,98134,1946,1,Substantial Alteration,Commercial,11-100,Permit Drawing Review,POINT (-122.328646035 47.587318014)
Medium Risk,Duwamish/SODO,2724 6th Ave S,Seattle,WA,98134,1910,3,Permitted Retrofit,Commercial/Office,11-100,Google Street View,POINT (-122.325539031 47.578921987)
High Risk,Duwamish/SODO,526 1st Ave S,Seattle,WA,98104,1909,5,Permitted Retrofit,Commercial/Residential,101+,Permit Drawing Review,POINT (-122.333691019 47.597566986)
Medium Risk,Duwamish/SODO,4003 Airport Way S,Seattle,WA,98108,1911,3,No visible retrofit,Commercial/Residential,11-100,Google Street View,POINT (-122.322961009 47.567855989)
Medium Risk,Duwamish/SODO,4809 Airport Way S,Seattle,WA,98108,1942,1,No visible retrofit,Industrial,1-10,Google Street View,POINT (-122.32365897 47.559479995)
Medium Risk,Duwamish/SODO,1956 1st Ave S,Seattle,WA,98134,1930,1,Substantial Alteration,Commercial,11-100,Photos from Previous Surveys,POINT (-122.333742987 47.584393987)
High Risk,Duwamish/SODO,2915 1st Ave S,Seattle,WA,98134,1929,2,Substantial Alteration,Public Assembly,101+,Permit Drawing Review,POINT (-122.334712018 47.577180018)
Medium Risk,Duwamish/SODO,3909 Airport Way S,Seattle,WA,98108,1908,2,No visible retrofit,Other Mixed Uses,11-100,Google Street View,POINT (-122.323092018 47.568564009)
Medium Risk,Duwamish/SODO,4025 7th Ave S,Seattle,WA,98108,1906,2,No visible retrofit,Industrial,11-100,Google Street View,POINT (-122.324491042 47.567676994)
Medium Risk,Duwamish/SODO,123 S Jackson St,Seattle,WA,98104,1902,2,No visible retrofit,Commercial/Residential,11-100,Google Street View,POINT (-122.333163965 47.59894099)
Medium Risk,Duwamish/SODO,3207 1st Ave S,Seattle,WA,98134,1917,1,No visible retrofit,Commercial,11-100,Field Visit,POINT (-122.33471403 47.575173014)
Medium Risk,Duwamish/SODO,3220 1st Ave S,Seattle,WA,98134,1918,2,Visible retrofit,Commercial/Office,101+,Google Street View,POINT (-122.333854969 47.575021008)
Medium Risk,Duwamish/SODO,617 S Dearborn St,Seattle,WA,98134,1915,1,No visible retrofit,Commercial,11-100,Permit Drawing Review,POINT (-122.325492009 47.595623013)
Medium Risk,Duwamish/SODO,2450 1st Ave S,Seattle,WA,98134,1937,1,No visible retrofit,Commercial,11-100,Field Visit,POINT (-122.333876007 47.580358981)
Medium Risk,Duwamish/SODO,3913 Airport Way S,Seattle,WA,98108,1922,1,No visible retrofit,Industrial,1-10,Google Street View,POINT (-122.323024041 47.568429982)
Medium Risk,Duwamish/SODO,85 S Lander St,Seattle,WA,98134,1926,1,No visible retrofit,Commercial,11-100,Field Visit,POINT (-122.334707995 47.579595012)
Medium Risk,Duwamish/SODO,3667 1st Ave S,Seattle,WA,98134,1948,1,No visible retrofit,Commercial,11-100,Google Street View,POINT (-122.334815032 47.569340005)
Medium Risk,Duwamish/SODO,2424 1st Ave S,Seattle,WA,98134,1918,1,Permitted Retrofit,Commercial,11-100,Permit Drawing Review,POINT (-122.333701999 47.581022995)
Medium Risk,Duwamish/SODO,3200 4th Ave S,Seattle,WA,98134,1928,1,No visible retrofit,Commercial,11-100,Google Street View,POINT (-122.328418969 47.575261988)
Medium Risk,Duwamish/SODO,2244 1st Ave S,Seattle,WA,98134,1918,1,Permitted Retrofit,Commercial,11-100,Field Visit,POINT (-122.333701999 47.582726994)
Medium Risk,Duwamish/SODO,553 1st Ave S,Seattle,WA,98104,1910,3,No visible retrofit,Commercial/Office,11-100,Google Street View,POINT (-122.334438014 47.596803982)
Medium Risk,Duwamish/SODO,2440 1st Ave S,Seattle,WA,98134,1927,1,Visible retrofit,Commercial,101+,Google Street View,POINT (-122.333701999 47.580647989)
Medium Risk,Duwamish/SODO,4100 1st Ave S,Seattle,WA,98134,1941,2,No visible retrofit,Commercial,11-100,Google Street View,POINT (-122.333609966 47.566962981)
Medium Risk,Duwamish/SODO,85 S Atlantic St,Seattle,WA,98134,1937,2,No visible retrofit,Commercial,11-100,Photos from Previous Surveys,POINT (-122.335500001 47.589924996)
Medium Risk,Duwamish/SODO,5021 Colorado Ave S,Seattle,WA,98134,1930,1,No visible retrofit,Commercial,11-100,Field Visit,POINT (-122.33759204 47.556642009)
Medium Risk,Duwamish/SODO,1003 6th Ave S,Seattle,WA,98134,1928,2,Permitted Retrofit,Commercial,11-100,Google Street View,POINT (-122.326703026 47.594236018)
Medium Risk,Duwamish/SODO,4000 Airport Way S,Seattle,WA,98108,1926,1,No visible retrofit,Office,1-10,Sandborn Insurance Maps,POINT (-122.322286015 47.567866006)
High Risk,Duwamish/SODO,1022 1st Ave S,Seattle,WA,98134,1909,4,Permitted Retrofit,Commercial,11-100,Google Street View,POINT (-122.333695964 47.593459979)
Medium Risk,Duwamish/SODO,1563 6th Ave S,Seattle,WA,98134,1931,1,No visible retrofit,Commercial,11-100,Google Street View,POINT (-122.326672013 47.588675002)
High Risk,Duwamish/SODO,171 S Jackson St,Seattle,WA,98104,1900,5,Permitted Retrofit,Commercial,101+,Google Street View,POINT (-122.331989995 47.598946983)
High Risk,Duwamish/SODO,111 S Jackson St,Seattle,WA,98104,1904,5,Permitted Retrofit,Commercial,101+,Google Street View,POINT (-122.333800989 47.598951006)
Medium Risk,Duwamish/SODO,3100 Airport Way S,Seattle,WA,98134,1920,2,No visible retrofit,Office,11-100,Field Visit,POINT (-122.321063011 47.576670985)
Medium Risk,Duwamish/SODO,3100 Airport Way S,Seattle,WA,98134,1920,1,No visible retrofit,Office,11-100,Field Visit,POINT (-122.321063011 47.576670985)
High Risk,Duwamish/SODO,3100 Airport Way S,Seattle,WA,98134,1920,1,No visible retrofit,Public Assembly,101+,Sandborn Insurance Maps,POINT (-122.321063011 47.576670985)
Medium Risk,Duwamish/SODO,3100 Airport Way S,Seattle,WA,98134,1900,2,No visible retrofit,Commercial,11-100,Field Visit,POINT (-122.321063011 47.576670985)
High Risk,Duwamish/SODO,3100 Airport Way S,Seattle,WA,98134,1890,4,Substantial Alteration,Commercial,11-100,Field Visit,POINT (-122.321063011 47.576670985)
Medium Risk,Duwamish/SODO,3100 Airport Way S,Seattle,WA,98134,1890,3,Substantial Alteration,Commercial,11-100,Field Visit,POINT (-122.321063011 47.576670985)
Medium Risk,Duwamish/SODO,3100 Airport Way S,Seattle,WA,98134,1890,3,No visible retrofit,Commercial,11-100,Field Visit,POINT (-122.321063011 47.576670985)
High Risk,Duwamish/SODO,3100 Airport Way S,Seattle,WA,98134,1890,4,No visible retrofit,Commercial,11-100,Field Visit,POINT (-122.321063011 47.576670985)
Medium Risk,Duwamish/SODO,3100 Airport Way S,Seattle,WA,98134,1890,2,No visible retrofit,Commercial,11-100,Field Visit,POINT (-122.321063011 47.576670985)
Medium Risk,Duwamish/SODO,3100 Airport Way S,Seattle,WA,98134,1890,2,No visible retrofit,Commercial,11-100,Field Visit,POINT (-122.321063011 47.576670985)
Medium Risk,Duwamish/SODO,3100 Airport Way S,Seattle,WA,98134,1900,2,No visible retrofit,Commercial,11-100,Field Visit,POINT (-122.321063011 47.576670985)
High Risk,Duwamish/SODO,3100 Airport Way S,Seattle,WA,98134,1939,7,Substantial Alteration,Residential,101+,Permit Drawing Review,POINT (-122.321063011 47.576670985)
Medium Risk,Duwamish/SODO,3100 Airport Way S,Seattle,WA,98134,1890,3,No visible retrofit,Industrial,1-10,Field Visit,POINT (-122.321063011 47.576670985)
Medium Risk,Fauntleroy/Seaview,7124 47th Ave SW,Seattle,WA,98136,1907,3,No visible retrofit,Office,11-100,Photos from Previous Surveys,POINT (-122.392197038 47.538876984)
Medium Risk,Fauntleroy/Seaview,7101 California Ave SW,Seattle,WA,98136,1926,1,No visible retrofit,Residential,11-100,Google Street View,POINT (-122.387667961 47.539701009)
Critical Risk,Fauntleroy/Seaview,4320 SW Myrtle St,Seattle,WA,98136,1910,3,Permitted Retrofit,Schools,101+,Permit Drawing Review,POINT (-122.388488968 47.540265991)
Critical Risk,Fauntleroy/Seaview,9131 California Ave SW,Seattle,WA,98136,1917,1,Permitted Retrofit,Schools,11-100,Permit Drawing Review,POINT (-122.387980019 47.521961004)
Medium Risk,Fauntleroy/Seaview,6045 California Ave SW,Seattle,WA,98136,1926,1,No visible retrofit,Commercial,1-10,Field Visit,POINT (-122.387467968 47.547116982)
High Risk,Fauntleroy/Seaview,6459 California Ave SW,Seattle,WA,98136,1928,1,No visible retrofit,Public Assembly,101+,Field Visit,POINT (-122.387566037 47.545081981)
Medium Risk,Fauntleroy/Seaview,8603 Fauntleroy Way SW,Seattle,WA,98136,1940,1,No visible retrofit,Government,11-100,Field Visit,POINT (-122.400720009 47.530412016)
Medium Risk,Fauntleroy/Seaview,6056 California Ave SW,Seattle,WA,98136,1926,1,No visible retrofit,Office,1-10,Sandborn Insurance Maps,POINT (-122.386818036 47.546975998)
Medium Risk,Fauntleroy/Seaview,6501 California Ave SW,Seattle,WA,98136,1920,1,No visible retrofit,Commercial,11-100,Permit Drawing Review,POINT (-122.387541981 47.544508994)
Medium Risk,Fauntleroy/Seaview,9251 45th Ave SW,Seattle,WA,98136,1926,1,No visible retrofit,Commercial,11-100,Google Street View,POINT (-122.390597017 47.520662983)
Medium Risk,Fauntleroy/Seaview,8603 Fauntleroy Way SW,Seattle,WA,98136,1940,1,No visible retrofit,Government,1-10,Field Visit,POINT (-122.400720009 47.530412016)
Medium Risk,First Hill,1210 9th Ave,Seattle,WA,98101,1945,3,No visible retrofit,Office,101+,Sandborn Insurance Maps,POINT (-122.328121999 47.610431992)
Medium Risk,First Hill,823 Madison St,Seattle,WA,98104,1902,4,No visible retrofit,Commercial/Residential,101+,Permit Drawing Review,POINT (-122.327482962 47.608058992)
Medium Risk,First Hill,1218 Terry Ave,Seattle,WA,98101,1925,5,No visible retrofit,Office,101+,Google Street View,POINT (-122.327721008 47.610947982)
Medium Risk,First Hill,1520 5th Ave,Seattle,WA,98101,1900,3,No visible retrofit,Commercial/Office,11-100,Permit Drawing Review,POINT (-122.335710974 47.611292017)
Medium Risk,First Hill,105 14th Ave,Seattle,WA,98122,1910,3,Permitted Retrofit,Office,101+,Google Street View,POINT (-122.314440972 47.601968994)
High Risk,First Hill,1119 8th Ave,Seattle,WA,98101,1916,3,Substantial Alteration,Public Assembly,101+,Permit Drawing Review,POINT (-122.329931987 47.609026012)
Medium Risk,First Hill,124 13th Ave,Seattle,WA,98122,1918,4,Substantial Alteration,Residential,11-100,Google Street View,POINT (-122.314727969 47.601872016)
High Risk,First Hill,803 Terry Ave,Seattle,WA,98104,1912,4,Visible retrofit,Public Assembly,101+,Field Visit,POINT (-122.32542202 47.607465008)
